Наименование;Сссылка;Цена;Состав;Наличие на складе;Описание пряжи;Изображение пряжи
Пряжа Puffy More Alize - (6287 - Беж, коричневый);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6287/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:14 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:14 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/18/60/16018/images/29213/29213.200.jpg
Пряжа Puffy More Alize - (6279 - Синий, серо-голубой);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6279/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:7 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:7 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/17/60/16017/images/29211/29211.200.jpg
Пряжа Puffy More Alize - (6276 - Рыжик, кирпичный);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6276/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:15 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:15 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/16/60/16016/images/29209/29209.200.jpg
Пряжа Puffy More Alize - (6272 - Белый, св.розовый);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6272/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:16 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:16 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/15/60/16015/images/29207/29207.200.jpg
Пряжа Puffy More Alize - (6266 - Белый, незабудка);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6266/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:14 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:14 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/14/60/16014/images/29205/29205.200.jpg
Пряжа Puffy More Alize - (6275 - Розовый персик, коралл);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6275/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:16 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:16 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/13/60/16013/images/29203/29203.200.jpg
Пряжа Puffy More Alize - (6271 - Бордо, экрю);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6271/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:14 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:14 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/12/60/16012/images/29201/29201.200.jpg
Пряжа Puffy More Alize - (6269 - Белый, тиффани);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6269/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:13 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:13 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/11/60/16011/images/29198/29198.200.jpg
Пряжа Puffy More Alize - (6282 - Белый, желток);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6282/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:15 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:15 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/10/60/16010/images/29196/29196.200.jpg
Пряжа Puffy More Alize - (6267 - Розовый, белый);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6267/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:15 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:15 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/09/60/16009/images/29194/29194.200.jpg
Пряжа Puffy More Alize - (6283 - Белый, сирень);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6283/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:15 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:15 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/08/60/16008/images/29191/29191.200.jpg
Пряжа Puffy More Alize - (6274 - Розовый, фуксия);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6274/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:16 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:16 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/07/60/16007/images/29189/29189.200.jpg
Пряжа Puffy More Alize - (6280 - Алый, розовый персик);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6280/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:13 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:13 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/06/60/16006/images/29187/29187.200.jpg
Пряжа Puffy More Alize - (6285 - Серый, пыльная сирень);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6285/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:16 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:16 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/05/60/16005/images/29185/29185.200.jpg
Пряжа Puffy More Alize - (6286 - Красный, фрез);https://klubki-v-korzinke.ru//product/prjazha-puffy-more-alize-6286/;270₽/ шт;150 г / 11,5 мСостав:100% микрополиэстерна складе:11 шт.;Наличие:на складе;270₽/ шт150 г / 11,5 мСостав:100% микрополиэстерна складе:11 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/04/60/16004/images/29183/29183.200.jpg
Пряжа Silk Mohair Lana Gatto - (14393 - Пыльная роза);https://klubki-v-korzinke.ru//product/prjazha-silk-mohair-lana-gatto-14393-pilnaia-roza/;399₽/ шт;25 г / 212 мСостав:75% мохер 25% шелкна складе:20 шт.;Наличие:на складе;399₽/ шт25 г / 212 мСостав:75% мохер 25% шелкна складе:20 шт.25 г / 212 м75% мохер, 25% шелкНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/02/60/16002/images/29171/29171.200.jpg
Пряжа в бобинах Golok (06 - Салатовый)(1 отзыв);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-golok-06-salatovii/;4,70₽/ шт;100 г / 500 м, цена за 1 г, остаток в граммахСостав:70% беби як, 22% ангора, 8% полиамидна складе:882 шт.;Наличие:на складе;4,70₽/ шт100 г / 500 м, цена за 1 г, остаток в граммахСостав:70% беби як, 22% ангора, 8% полиамидна складе:882 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/99/59/15999/images/29160/29160.200.jpg
Пряжа в бобинах Fifty (364 - Беж);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-fifty-364-bej/;4,10₽/ шт;100 г / 1000 м, цена за 1 г, остаток в граммахСостав:50% суперкид мохер, 50% полиамид​на складе:600 шт.;Наличие:на складе;4,10₽/ шт100 г / 1000 м, цена за 1 г, остаток в граммахСостав:50% суперкид мохер, 50% полиамид​на складе:600 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/95/59/15995/images/29143/29143.200.jpg
Пряжа в бобинах Levis - (2421 - Рыжик);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-levis-2421-rijik/;3,10₽/ шт;100 г / 260 м, цена за 1 г, остаток в граммахСостав:23% шерсть, 9% альпака, 5% шёлк, 30% полиакрил, 25% полиамид, 8% полиэстерна складе:206 шт.;Наличие:на складе;3,10₽/ шт100 г / 260 м, цена за 1 г, остаток в граммахСостав:23% шерсть, 9% альпака, 5% шёлк, 30% полиакрил, 25% полиамид, 8% полиэстерна складе:206 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/92/59/15992/images/29133/29133.200.jpg
Пряжа Камтекс «Мохер Голд» - (113 - Какао)(2 отзыва);https://klubki-v-korzinke.ru//product/prjazha-kamteks-moher-gold-113-kakao/;139₽/ шт;50 г / 250 мСостав:60% мохер 20% хлопок 20% акрилна складе:32 шт.;Наличие:на складе;139₽/ шт50 г / 250 мСостав:60% мохер 20% хлопок 20% акрилна складе:32 шт.50 г / 250 м60% мохер, 20% хлопок, 20% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/77/59/15977/images/29087/29087.200.jpg
Пряжа Камтекс «Мохер Голд» - (188 - Топленое молоко);https://klubki-v-korzinke.ru//product/prjazha-kamteks-moher-gold-188-toplonoe-moloko/;139₽/ шт;50 г / 250 мСостав:60% мохер 20% хлопок 20% акрилна складе:71 шт.;Наличие:на складе;139₽/ шт50 г / 250 мСостав:60% мохер 20% хлопок 20% акрилна складе:71 шт.50 г / 250 м60% мохер, 20% хлопок, 20% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/76/59/15976/images/29085/29085.200.jpg
Пряжа Камтекс «Ангара» - (005 - Бежевый);https://klubki-v-korzinke.ru//product/prjazha-kamteks-angara-005-bejevii/;205₽/ шт;100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:12 шт.;Наличие:на складе;205₽/ шт100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:12 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/71/59/15971/images/29074/29074.200.jpg
Пряжа Камтекс «Ангара» - (056 - Розовый);https://klubki-v-korzinke.ru//product/prjazha-kamteks-angara-056-rozovii/;205₽/ шт;100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:17 шт.;Наличие:на складе;205₽/ шт100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:17 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/69/59/15969/images/29069/29069.200.jpg
Пряжа Камтекс «Ангара» - (031 - Шампанское);https://klubki-v-korzinke.ru//product/prjazha-kamteks-angara-031-shampanskoe/;205₽/ шт;100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:20 шт.;Наличие:на складе;205₽/ шт100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:20 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/68/59/15968/images/29066/29066.200.jpg
Пряжа Камтекс «Ангара» - (058 - Сирень);https://klubki-v-korzinke.ru//product/prjazha-kamteks-angara-058-siren/;205₽/ шт;100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:14 шт.;Наличие:на складе;205₽/ шт100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:14 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/67/59/15967/images/29064/29064.200.jpg
Пряжа Камтекс «Ангара» - (055 - Св.розовый);https://klubki-v-korzinke.ru//product/prjazha-kamteks-angara-055-svrozovii/;205₽/ шт;100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:3 шт.;Наличие:на складе;205₽/ шт100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:3 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/66/59/15966/images/29062/29062.200.jpg
Пряжа Камтекс «Ангара» - (205 - Белый);https://klubki-v-korzinke.ru//product/prjazha-kamteks-angara-205-belii/;205₽/ шт;100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:38 шт.;Наличие:на складе;205₽/ шт100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:38 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/65/59/15965/images/29060/29060.200.jpg
Пряжа Камтекс «Ангара» - (007 - Лён);https://klubki-v-korzinke.ru//product/prjazha-kamteks-angara-007-lion/;205₽/ шт;100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:14 шт.;Наличие:на складе;205₽/ шт100 г / 250 мСостав:35% мохер, 15% шерсть кроссбред, 50% акрилна складе:14 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/62/59/15962/images/29053/29053.200.jpg
"Пряжа Пехорка «Крапивная» - (991 - М; розовый, сиреневый, жёлтый)";https://klubki-v-korzinke.ru//product/prjazha-pehorka-krapivnaja-908-m-1/;159₽/ шт;50 г / 250 мСостав:100% крапиваНаличие:Нет в наличии;Наличие:отсутствует;159₽/ шт50 г / 250 мСостав:100% крапиваНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/30/63/16330/images/30119/30119.200.jpg
"Пряжа Пехорка «Крапивная» - (908 - М; бирюза, голубой)";https://klubki-v-korzinke.ru//product/prjazha-pehorka-krapivnaja-908-m/;159₽/ шт;50 г / 250 мСостав:100% крапиваНаличие:Нет в наличии;Наличие:отсутствует;159₽/ шт50 г / 250 мСостав:100% крапиваНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/29/63/16329/images/30117/30117.200.jpg
"Пряжа Пехорка «Крапивная» - (626 - М; сирень, колокольчик, баклажан)";https://klubki-v-korzinke.ru//product/prjazha-pehorka-krapivnaja-626-m/;159₽/ шт;50 г / 250 мСостав:100% крапиваНаличие:Нет в наличии;Наличие:отсутствует;159₽/ шт50 г / 250 мСостав:100% крапиваНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/28/63/16328/images/30115/30115.200.jpg
Пряжа Пехорка «Крапивная» - (266 - Ликёр);https://klubki-v-korzinke.ru//product/prjazha-pehorka-krapivnaja-266-liker/;159₽/ шт;50 г / 250 мСостав:100% крапиваНаличие:Нет в наличии;Наличие:отсутствует;159₽/ шт50 г / 250 мСостав:100% крапиваНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/26/63/16326/images/30111/30111.200.jpg
"Пряжа Пехорка ""Жемчужная"" - (08 - Св.серый)";https://klubki-v-korzinke.ru//product/prjazha-pehorka-zhemchuzhnaja-08-svserii/;128₽/ шт;100 г / 425 мСостав:50% хлопок 50% вискозаНаличие:Нет в наличии;Наличие:отсутствует;128₽/ шт100 г / 425 мСостав:50% хлопок 50% вискозаНаличие:Нет в наличии100 г / 425 м50% хлопок, 50% вискозаНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/24/63/16324/images/30107/30107.200.jpg
Пряжа Dolce YarnArt - (778 - Рыжик);https://klubki-v-korzinke.ru//product/prjazha--dolce-yarnart-778-rijik/;192₽/ шт;100 г / 120 мСостав:100% микрополиэстерНаличие:Нет в наличии;Наличие:отсутствует;192₽/ шт100 г / 120 мСостав:100% микрополиэстерНаличие:Нет в наличии100 г / 120 м100% микро полиэстерНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/23/63/16323/images/30105/30105.200.jpg
Пряжа в бобинах Tiber (700 - Бежевый меланж);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-tiber-700-bejevii-melanj/;6,96₽/ шт;100 г / 600 м, цена за 1 г, остаток в граммахСостав:20% як, 30% шёлк, 50% мериносНаличие:Нет в наличии;Наличие:отсутствует;6,96₽/ шт100 г / 600 м, цена за 1 г, остаток в граммахСостав:20% як, 30% шёлк, 50% мериносНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/00/63/16300/images/30010/30010.200.jpg
Пряжа в бобинах Jazz (716303 - Бежевый меланж);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-jazz-716303-bejevii-melanj/;3,68₽/ шт;100 г / 280 м, цена за 1 г, остаток в граммахСостав:80% меринос, 20% вискозаНаличие:Нет в наличии;Наличие:отсутствует;3,68₽/ шт100 г / 280 м, цена за 1 г, остаток в граммахСостав:80% меринос, 20% вискозаНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/74/62/16274/images/29893/29893.200.jpg
Пряжа в бобинах Jazz (716340 - Незабудка)(1 отзыв);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-jazz-716340-nezabudka/;3,68₽/ шт;100 г / 280 м, цена за 1 г, остаток в граммахСостав:80% меринос, 20% вискозаНаличие:Нет в наличии;Наличие:отсутствует;3,68₽/ шт100 г / 280 м, цена за 1 г, остаток в граммахСостав:80% меринос, 20% вискозаНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/71/62/16271/images/29882/29882.200.jpg
Пряжа Хозяюшка-рукодельница «Для души и душа» (Ассорти 6);https://klubki-v-korzinke.ru//product/prjazha-hozjayshka-rukodelnica-dlja-dushi-i-dusha-assorti-6/;265₽/ шт;Состав:100% полипропиленНаличие:Нет в наличии;Наличие:отсутствует;"265₽/ штСостав:100% полипропиленНаличие:Нет в наличииУпаковка 10 мотков
50 г / 200 м100% полипропиленНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/65/62/16265/images/29860/29860.200.jpg
Пряжа Троицкая «Фиджи» - (14 - Морская волна);https://klubki-v-korzinke.ru//product/pryazha-troitskaya-fiji-14-morskaia-volna/;58₽/ шт;50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;"58₽/ шт50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии20% шерсть мериноса, 60% хлопок, 20% акрил
50 г / 95 мНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/48/62/16248/images/29822/29822.200.jpg
Пряжа Троицкая «Фиджи» - (363 - Св.вишня);https://klubki-v-korzinke.ru//product/pryazha-troitskaya-fiji-363-svvishnia/;58₽/ шт;50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;"58₽/ шт50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии20% шерсть мериноса, 60% хлопок, 20% акрил
50 г / 95 мНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/47/62/16247/images/29820/29820.200.jpg
Пряжа Троицкая «Фиджи» - (189 - Яркооранжевый)(1 отзыв);https://klubki-v-korzinke.ru//product/pryazha-troitskaya-fiji-189-iarkooranjevii/;58₽/ шт;50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;"58₽/ шт50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии20% шерсть мериноса, 60% хлопок, 20% акрил
50 г / 95 мНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/46/62/16246/images/29817/29817.200.jpg
Пряжа Троицкая «Фиджи» - (222 - Голубая бирюза)(1 отзыв);https://klubki-v-korzinke.ru//product/pryazha-troitskaya-fiji-222-golubaia-biruza/;58₽/ шт;50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;"58₽/ шт50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии20% шерсть мериноса, 60% хлопок, 20% акрил
50 г / 95 мНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/44/62/16244/images/29813/29813.200.jpg
Пряжа Троицкая «Фиджи» - (60 - Св.голубой);https://klubki-v-korzinke.ru//product/pryazha-troitskaya-fiji-60-svgoluboi/;58₽/ шт;50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;"58₽/ шт50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии20% шерсть мериноса, 60% хлопок, 20% акрил
50 г / 95 мНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/43/62/16243/images/29811/29811.200.jpg
Пряжа Троицкая «Фиджи» - (03 - Светлобежевый);https://klubki-v-korzinke.ru//product/pryazha-troitskaya-fiji-03-svetlo-bejevii/;58₽/ шт;50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;"58₽/ шт50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии20% шерсть мериноса, 60% хлопок, 20% акрил
50 г / 95 мНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/42/62/16242/images/29809/29809.200.jpg
Пряжа Троицкая «Фиджи» - (352 - Розовый нектар);https://klubki-v-korzinke.ru//product/pryazha-troitskaya-fiji-352-rozovii-nektar/;58₽/ шт;50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;"58₽/ шт50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии20% шерсть мериноса, 60% хлопок, 20% акрил
50 г / 95 мНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/41/62/16241/images/29807/29807.200.jpg
Пряжа Троицкая «Фиджи» - (416 - Св.коричневый);https://klubki-v-korzinke.ru//product/pryazha-troitskaya-fiji-416-svkoricnevii/;58₽/ шт;50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;"58₽/ шт50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии20% шерсть мериноса, 60% хлопок, 20% акрил
50 г / 95 мНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/40/62/16240/images/29804/29804.200.jpg
Пряжа Троицкая «Фиджи» - (290 - Клевер);https://klubki-v-korzinke.ru//product/pryazha-troitskaya-fiji-290-klever/;58₽/ шт;50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;"58₽/ шт50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии20% шерсть мериноса, 60% хлопок, 20% акрил
50 г / 95 мНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/39/62/16239/images/29802/29802.200.jpg
Пряжа Троицкая «Фиджи» - (01 - Белый);https://klubki-v-korzinke.ru//product/pryazha-troitskaya-fiji-01-belii/;58₽/ шт;50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;"58₽/ шт50 г / 95 мСостав:20% шерсть мериноса 60% хлопок 20% акрилНаличие:Нет в наличии20% шерсть мериноса, 60% хлопок, 20% акрил
50 г / 95 мНаличие:отсутствуетНет в наличии";https://klubki-v-korzinke.ru//wa-data/public/shop/products/37/62/16237/images/29798/29798.200.jpg
Пряжа в бобинах Roberta (05 - Чароит);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-roberta-05-caroit/;4,81₽/ шт;100 г / 800 м, цена за 1 г, остаток в граммахСостав:70% меринос, 30% шёлк​.Наличие:Нет в наличии;Наличие:отсутствует;4,81₽/ шт100 г / 800 м, цена за 1 г, остаток в граммахСостав:70% меринос, 30% шёлк​.Наличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/35/62/16235/images/29793/29793.200.jpg
Пряжа в бобинах Garzato (01 - Тёмный бургунд);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-garzato-01-temnii-burgund/;3,35₽/ шт;100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;3,35₽/ шт100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/26/62/16226/images/29758/29758.200.jpg
Пряжа в бобинах Garzato (06 - Чёрный);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-garzato-06-cernii/;3,35₽/ шт;100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилНаличие:Нет в наличии;Наличие:отсутствует;3,35₽/ шт100 г / 400 м, цена за 1 г, остаток в граммахСостав:50% альпака, 30% шерсть, 20% акрилНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/23/62/16223/images/29745/29745.200.jpg
Пряжа в бобинах Moerino (07 - Моренго);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-moerino-07-morengo/;3,10₽/ шт;100 г / 950 м, цена за 1 г, остаток в граммахСостав:35% мохер, 15% кашемир, 50% акрилНаличие:Нет в наличии;Наличие:отсутствует;3,10₽/ шт100 г / 950 м, цена за 1 г, остаток в граммахСостав:35% мохер, 15% кашемир, 50% акрилНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/16/62/16216/images/29724/29724.200.jpg
Пряжа в бобинах Moerino (01 - Георгин);https://klubki-v-korzinke.ru//product/prjazha-italjanskaja-moerino-01-georgin/;3,10₽/ шт;100 г / 950 м, цена за 1 г, остаток в граммахСостав:35% мохер, 15% кашемир, 50% акрилНаличие:Нет в наличии;Наличие:отсутствует;3,10₽/ шт100 г / 950 м, цена за 1 г, остаток в граммахСостав:35% мохер, 15% кашемир, 50% акрилНаличие:Нет в наличииНаличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/14/62/16214/images/29716/29716.200.jpg
Маркировочные кольца с замком в инд.упаковке Н, 20 шт.(1 отзыв);https://klubki-v-korzinke.ru//product/markirovochnye-kolca-s-zamkom-v-individualnoi-upakovke-n-20-sht/;40₽/ шт;Наличие:Нет в наличии;Наличие:отсутствует;40₽/ штНаличие:Нет в наличииМаркировочные кольца с замком в инд.упаковке Н.Комплект: 20 штук.Цвет может отличаться от указанного на фотографии.Наличие:отсутствуетНет в наличии;https://klubki-v-korzinke.ru//wa-data/public/shop/products/71/61/16171/images/29618/29618.200.jpg
